ATDNNR,Country,Subdivision,Site,PlotCode,Forest_old,Forest,NewForest,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,N,co-author,Owner/contact
196,Brazil,Amazonas,Ducke LO3T5500,LO3T5500,terra firme,TF,TFGS,,-2.94,-59.92,0.5,single,10,406,y,"Bill Magnusson, Carolina Castilho"
197,Brazil,Amazonas,Ducke LO3T6500,LO3T6500,terra firme,TF,TFGS,,-2.94,-59.91,0.5,single,10,344,y,"Bill Magnusson, Carolina Castilho"
198,Brazil,Amazonas,Ducke LO3T7500,LO3T7500,terra firme,TF,TFGS,,-2.94,-59.9,0.5,single,10,401,y,"Bill Magnusson, Carolina Castilho"
199,Brazil,Amazonas,Ducke LO4T1500,LO4T1500,terra firme,TF,TFGS,,-2.95,-59.96,0.5,single,10,311,y,"Bill Magnusson, Carolina Castilho"
200,Brazil,Amazonas,Ducke LO4T2500,LO4T2500,terra firme,TF,TFGS,,-2.95,-59.95,0.5,single,10,360,y,"Bill Magnusson, Carolina Castilho"
201,Brazil,Amazonas,Ducke LO4T3500,LO4T3500,terra firme,TF,TFGS,,-2.95,-59.94,0.5,single,10,331,y,"Bill Magnusson, Carolina Castilho"
202,Brazil,Amazonas,Ducke LO4T4500,LO4T4500,terra firme,TF,TFGS,,-2.95,-59.93,0.5,single,10,364,y,"Bill Magnusson, Carolina Castilho"
203,Brazil,Amazonas,Ducke LO4T500,LO4T500,floresta da campinarana,PZ,PZ,,-2.95,-59.93,0.5,single,10,353,y,"Bill Magnusson, Carolina Castilho"
204,Brazil,Amazonas,Ducke LO4T5500,LO4T5500,terra firme,TF,TFGS,,-2.95,-59.92,0.5,single,10,341,y,"Bill Magnusson, Carolina Castilho"
205,Brazil,Amazonas,Ducke LO4T6500,LO4T6500,terra firme,TF,TFGS,,-2.95,-59.91,0.5,single,10,374,y,"Bill Magnusson, Carolina Castilho"
206,Brazil,Amazonas,Ducke LO4T7500,LO4T7500,terra firme,TF,TFGS,,-2.94,-59.9,0.5,single,10,328,y,"Bill Magnusson, Carolina Castilho"
207,Brazil,Amazonas,Ducke LO5T1500,LO5T1500,terra firme,TF,TFGS,,-2.96,-59.96,0.5,single,10,384,y,"Bill Magnusson, Carolina Castilho"
208,Brazil,Amazonas,Ducke LO5T2500,LO5T2500,terra firme,TF,TFGS,,-2.96,-59.95,0.5,single,10,340,y,"Bill Magnusson, Carolina Castilho"
209,Brazil,Amazonas,Ducke LO5T3500,LO5T3500,terra firme,TF,TFGS,,-2.96,-59.94,0.5,single,10,349,y,"Bill Magnusson, Carolina Castilho"
210,Brazil,Amazonas,Ducke LO5T4500,LO5T4500,terra firme,TF,TFGS,,-2.96,-59.93,0.5,single,10,393,y,"Bill Magnusson, Carolina Castilho"
211,Brazil,Amazonas,Ducke LO5T500,LO5T500,terra firme,TF,TFGS,,-2.96,-59.92,0.5,single,10,369,y,"Bill Magnusson, Carolina Castilho"
212,Brazil,Amazonas,Ducke LO5T5500,LO5T5500,terra firme,TF,TFGS,,-2.96,-59.91,0.5,single,10,364,y,"Bill Magnusson, Carolina Castilho"
213,Brazil,Amazonas,Ducke LO5T6500,LO5T6500,terra firme,TF,TFGS,,-2.95,-59.91,0.5,single,10,361,y,"Bill Magnusson, Carolina Castilho"
214,Brazil,Amazonas,Ducke LO5T7500,LO5T7500,terra firme,TF,TFGS,,-2.95,-59.9,0.5,single,10,357,y,"Bill Magnusson, Carolina Castilho"
215,Brazil,Amazonas,Ducke LO6T1500,LO6T1500,terra firme,TF,TFGS,,-2.97,-59.96,0.5,single,10,301,y,"Bill Magnusson, Carolina Castilho"
216,Brazil,Amazonas,Ducke LO6T2500,LO6T2500,floresta do Baixio,SW,SW,,-2.97,-59.95,0.5,single,10,335,y,"Bill Magnusson, Carolina Castilho"
217,Brazil,Amazonas,Ducke LO6T3500,LO6T3500,terra firme,TF,TFGS,,-2.97,-59.94,0.5,single,10,386,y,"Bill Magnusson, Carolina Castilho"
218,Brazil,Amazonas,Ducke LO6T4500,LO6T4500,terra firme,TF,TFGS,,-2.97,-59.93,0.5,single,10,383,y,"Bill Magnusson, Carolina Castilho"
219,Brazil,Amazonas,Ducke LO6T500,LO6T500,terra firme,TF,TFGS,,-2.97,-59.92,0.5,single,10,350,y,"Bill Magnusson, Carolina Castilho"
220,Brazil,Amazonas,Ducke LO6T5500,LO6T5500,terra firme,TF,TFGS,,-2.96,-59.91,0.5,single,10,452,y,"Bill Magnusson, Carolina Castilho"
221,Brazil,Amazonas,Ducke LO6T6500,LO6T6500,terra firme,TF,TFGS,,-2.96,-59.9,0.5,single,10,362,y,"Bill Magnusson, Carolina Castilho"
222,Brazil,Amazonas,Ducke LO6T7500,LO6T7500,terra firme,TF,TFGS,,-2.96,-59.9,0.5,single,10,333,y,"Bill Magnusson, Carolina Castilho"
223,Brazil,Amazonas,Ducke LO7T1500,LO7T1500,terra firme,TF,TFGS,,-2.98,-59.96,0.5,single,10,391,y,"Bill Magnusson, Carolina Castilho"
224,Brazil,Amazonas,Ducke LO7T2500,LO7T2500,terra firme,TF,TFGS,,-2.98,-59.95,0.5,single,10,293,y,"Bill Magnusson, Carolina Castilho"
225,Brazil,Amazonas,Ducke LO7T3500,LO7T3500,terra firme,TF,TFGS,,-2.98,-59.94,0.5,single,10,362,y,"Bill Magnusson, Carolina Castilho"
226,Brazil,Amazonas,Ducke LO7T4500,LO7T4500,terra firme,TF,TFGS,,-2.98,-59.93,0.5,single,10,358,y,"Bill Magnusson, Carolina Castilho"
227,Brazil,Amazonas,Ducke LO7T500,LO7T500,terra firme,TF,TFGS,,-2.97,-59.92,0.5,single,10,325,y,"Bill Magnusson, Carolina Castilho"
228,Brazil,Amazonas,Ducke LO7T5500,LO7T5500,terra firme,TF,TFGS,,-2.97,-59.91,0.5,single,10,335,y,"Bill Magnusson, Carolina Castilho"
229,Brazil,Amazonas,Ducke LO7T6500,LO7T6500,terra firme,TF,TFGS,,-2.97,-59.9,0.5,single,10,381,y,"Bill Magnusson, Carolina Castilho"
230,Brazil,Amazonas,Ducke LO7T7500,LO7T7500,terra firme,TF,TFGS,,-2.97,-59.89,0.5,single,10,363,y,"Bill Magnusson, Carolina Castilho"
231,Brazil,Amazonas,Ducke LO8T1500,LO8T1500,terra firme,TF,TFGS,,-2.99,-59.96,0.5,single,10,334,y,"Bill Magnusson, Carolina Castilho"
232,Brazil,Amazonas,Ducke LO8T2500,LO8T2500,terra firme,TF,TFGS,,-2.99,-59.95,0.5,single,10,389,y,"Bill Magnusson, Carolina Castilho"
233,Brazil,Amazonas,Ducke LO8T3500,LO8T3500,terra firme,TF,TFGS,,-2.99,-59.94,0.5,single,10,331,y,"Bill Magnusson, Carolina Castilho"
234,Brazil,Amazonas,Ducke LO8T4500,LO8T4500,terra firme,TF,TFGS,,-2.98,-59.93,0.5,single,10,381,y,"Bill Magnusson, Carolina Castilho"
235,Brazil,Amazonas,Ducke LO8T500,LO8T500,terra firme,TF,TFGS,,-2.98,-59.92,0.5,single,10,303,y,"Bill Magnusson, Carolina Castilho"
236,Brazil,Amazonas,Ducke LO8T5500,LO8T5500,terra firme,TF,TFGS,,-2.98,-59.91,0.5,single,10,316,y,"Bill Magnusson, Carolina Castilho"
237,Brazil,Amazonas,Ducke LO8T6500,LO8T6500,terra firme,TF,TFGS,,-2.98,-59.9,0.5,single,10,336,y,"Bill Magnusson, Carolina Castilho"
238,Brazil,Amazonas,Ducke LO8T7500,LO8T7500,terra firme,TF,TFGS,,-2.98,-59.89,0.5,single,10,343,y,"Bill Magnusson, Carolina Castilho"
239,Brazil,Amazonas,Ducke LO9T1500,LO9T1500,terra firme,TF,TFGS,,-3,-59.95,0.5,single,10,311,y,"Bill Magnusson, Carolina Castilho"
240,Brazil,Amazonas,Ducke LO9T2500,LO9T2500,terra firme,TF,TFGS,,-3,-59.94,0.5,single,10,389,y,"Bill Magnusson, Carolina Castilho"
241,Brazil,Amazonas,Ducke LO9T3500,LO9T3500,terra firme,TF,TFGS,,-3,-59.94,0.5,single,10,339,y,"Bill Magnusson, Carolina Castilho"
242,Brazil,Amazonas,Ducke LO9T4500,LO9T4500,terra firme,TF,TFGS,,-2.99,-59.93,0.5,single,10,302,y,"Bill Magnusson, Carolina Castilho"
243,Brazil,Amazonas,Ducke LO9T500,LO9T500,terra firme,TF,TFGS,,-2.99,-59.92,0.5,single,10,257,y,"Bill Magnusson, Carolina Castilho"
244,Brazil,Amazonas,Ducke LO9T5500,LO9T5500,terra firme,TF,TFGS,,-2.99,-59.91,0.5,single,10,391,y,"Bill Magnusson, Carolina Castilho"
245,Brazil,Amazonas,Ducke LO9T6500,LO9T6500,terra firme,TF,TFGS,,-2.99,-59.9,0.5,single,10,335,y,"Bill Magnusson, Carolina Castilho"
246,Brazil,Amazonas,Ducke LO9T7500,LO9T7500,terra firme,TF,TFGS,,-2.99,-59.89,0.5,single,10,382,y,"Bill Magnusson, Carolina Castilho"
249,Brazil,Amazonas,Reserva Campinarana C,RCAMP_02,PZ,PZ,PZ,,-2.58,-60.03,1,single,10,843,y,Cid Ferreira
250,Brazil,Amazonas,Reserva Campinarana TF,RCAMP_01,TF,TF,TFGS,,-2.58,-60.03,1,single,10,1014,y,Cid Ferreira
251,Brazil,Amazonas,Team Ducke sede,DUCKE_SEDE,TF,TF,TFGS,,-2.93,-59.96,1,single,10,601,y,Iêda Amaral
252,Brazil,Amazonas,Team Ducke Ipiranga,DUCKE_IPI,TF,TF,TFGS,,-3,-59.89,1,single,10,601,y,Iêda Amaral
253,Brazil,Amazonas,Team ZF3 Cabo Frio,ZF3_CF,TF,TF,TFGS,,-2.38,-59.86,1,single,10,664,y,Iêda Amaral
254,Brazil,Amazonas,Team ZF3 Km37,ZF3_KM37,TF,TF,TFGS,,-2.45,-59.78,1,single,10,586,y,Iêda Amaral
255,Brazil,Amazonas,"Tefé, l.Teiú, Mamirauá",TEFE_IT,FL,VA,VA,,-2.95,-64.92,2,single,10,978,n,Samuel Almeida
256,Brazil,Amazonas,ZF2 Baixio,ZF2_BAIXIO,Floresta baixio,SW,SW,,-2.6,-60.21,1,single,10,781,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
257,Brazil,Amazonas,ZF2 Plato,ZF2_PLATO,"TF, plato",TF,TFGS,,-2.6,-60.21,1,single,10,670,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
258,Brazil,Amazonas,ZF2 Vertente,ZF2_VERT,TF,TF,TFGS,,-2.6,-60.21,1,single,10,771,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
260,Brazil,Pará,"Afuá, i.Cajúuna-Marajó",AFUA_C,floresta de várzea,VA,VA,,-0.08,-50.33,1,single,10,691,n,Samuel Almeida
261,Brazil,Pará,"Afuá, r.Urucu-Marajó",AFUA_U,FL,VA,VA,,-0.1,-50.45,1,single,10,720,n,Samuel Almeida
262,Brazil,Pará,Anajás-Marajó,ANAJ_M,FL,VA,VA,,-0.97,-49.93,1,single,10,397,n,Samuel Almeida
263,Brazil,Pará,Baixo r. Xingu,XIN_B01,floresta de várzea,VA,VA,,-2.63,-51.93,1,single,10,676,n,Samuel Almeida
264,Brazil,Pará,Barcarena,BACAR_01,floresta de várzea,VA,VA,,-1.43,-48.65,1,single,10,735,n,Samuel Almeida
265,Brazil,Pará,"Belém, r.Guamá1",BEL_GUA1,FL,VA,VA,,-1.43,-48.35,1,single,10,539,n,Samuel Almeida
266,Brazil,Pará,Caxiuana (igapó do Rio Curuá),CAX_IG,FL,IG,IG,,-1.74,-51.44,-99,pcq,10,200,n,Leandro Ferreira
267,Brazil,Pará,Caxiuana (várzea da Baia de Caxiuanã)),CAX_VAR,FL,VA,VA,,-1.78,-51.43,-99,pcq,10,200,n,Leandro Ferreira
268,Brazil,Pará,"Chaves, Marajó",CHAV_M,floresta de várzea,VA,VA,,-0.25,-49.65,1,single,10,809,n,Samuel Almeida
272,Brazil,Pará,Moju,MOJU_01,FL,VA,VA,,-1.83,-48.63,1,single,10,772,n,Samuel Almeida
273,Brazil,Pará,Tapajos treatment,TAP_TR,TF,TF,TFBS,,-2.85,-54.97,1,single,10,436,n,LBA Tapajos
274,Brazil,Pará,Tapajos control,TAP_CON,TF,TF,TFBS,,-2.85,-54.97,1,single,10,507,n,LBA Tapajos
275,Brazil,Pará,Caxiuana Team Plot 1,TEC_01,TF,TF,TFBS,,-1.71,-51.46,1,single,10,483,y,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
276,Brazil,Pará,Caxiuana Team Plot 2,TEC_02,TF,TF,TFBS,,-1.73,-51.48,1,single,10,511,y,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
277,Brazil,Pará,Caxiuana Team Plot 3,TEC_03,TF,TF,TFBS,,-1.73,-51.51,1,single,10,423,y,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
278,Brazil,Pará,Caxiuana Team Plot 4,TEC_04,TF,TF,TFBS,,-1.75,-51.52,1,single,10,442,y,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
279,Brazil,Pará,Caxiuana Team Plot 5,TEC_05,TF,TF,TFBS,,-1.78,-51.59,1,single,10,511,y,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
280,Brazil,Pará,Caxiuana Team Plot 6,TEC_06,TF,TF,TFBS,,-1.72,-51.43,1,single,10,441,y,"Leandro Ferreira, Vitor Freitas, Hans ter Steege"
281,Ecuador,Orellana,"Yasuní, Jatun Cocha",YAS_JC,FL,VA,VA,,-0.99,-75.45,1,single,10,531,y,"Carlos Cerón, Juan Ernesto Guevara"
285,Guyana,Cuyuni-Mazaruni,"24 Miles Reserve Bartica Potaro Road, plot 1",24MR_01,"DEF, white sand",PZ,PZ,,6.15,-58.66,1,single,10,525,y,"Hans ter Steege, Olaf Bánki"
286,Guyana,Cuyuni-Mazaruni,"24 Miles Reserve Bartica Potaro Road, plot 2",24MR_02,"DEF, white sand",PZ,PZ,,6.15,-58.66,1,single,10,519,y,"Hans ter Steege, Olaf Bánki"
287,Guyana,Cuyuni-Mazaruni,"24 Miles Reserve Bartica Potaro Road, plot 3",24MR_03,"mixed forest, brown sand",TF,TFGS,,6.15,-58.68,1,single,10,391,y,"Hans ter Steege, Olaf Bánki"
288,Guyana,Cuyuni-Mazaruni,"24 Miles Reserve Bartica Potaro Road, plot 4",24MR_04,"mixed forest, brown sand",TF,TFGS,,6.15,-58.68,1,single,10,390,y,"Hans ter Steege, Olaf Bánki"
289,Guyana,Upper Demerara-Berbice,"Mabura Hill Forest Reserve, MHFR 1 (FMH-03)",MHFR_01,"DEF, white sand",PZ,PZ,,5.18,-58.7,1,single,10,548,y,"Hans ter Steege, Olaf Bánki"
290,Guyana,Upper Demerara-Berbice,"Mabura Hill Forest Reserve, MHFR 2",MHFR_02,"DEF, white sand",PZ,PZ,,5.16,-58.71,1,single,10,509,y,"Hans ter Steege, Olaf Bánki"
291,Guyana,Upper Demerara-Berbice,"Mabura Hill Forest Reserve, MHFR 3",MHFR_03,"DEF, white sand",PZ,PZ,,5.18,-58.7,1,single,10,611,y,"Hans ter Steege, Olaf Bánki"
292,Peru,Loreto,San Jacinto,S_JACIN,TF,TF,TFPB,,-2.58,-76.12,1,single,10,587,y,Robin Foster
293,Peru,Loreto,Teniente Lopez,TEN_LOP,TF,TF,TFPB,,-2.47,-75.78,1,single,10,590,y,Robin Foster
303,Suriname,Para,Simonskreek 1,SIMCR_01,"mixed forest, brown sand",PZ,PZ,,5.32,-54.94,1,single,10,816,y,"Hans ter Steege, Olaf Bánki"
304,Suriname,Para,Simonskreek 2,SIMCR_02,"mixed forest, brown sand",PZ,PZ,,5.32,-54.94,1,single,10,1009,y,"Hans ter Steege, Olaf Bánki"
305,Suriname,Sipaliwini,Bitagron 1,BIT_01,"mixed forest, brown sand",TF,TFGS,,5.07,-56.21,1,single,10,461,y,"Hans ter Steege, Olaf Bánki"
306,Suriname,Sipaliwini,Bitagron 2,BIT_02,"DEF, white sand",PZ,PZ,,5.08,-56.2,1,single,10,455,y,"Hans ter Steege, Olaf Bánki"
307,Suriname,Sipaliwini,Bitagron 3,BIT_03,"DEF, white sand",PZ,PZ,,5.08,-56.2,1,single,10,414,y,"Hans ter Steege, Olaf Bánki"
308,Suriname,Sipaliwini,Bitagron 4,BIT_04,"mixed forest, brown sand",TF,TFGS,,5.09,-56.19,1,single,10,463,y,"Hans ter Steege, Olaf Bánki"
309,Suriname,Para,Alberga 1,AL_01,mixed forest,TF,TFGS,,5.34,-55.77,1,single,10,549,y,"Hans ter Steege, Olaf Bánki"
310,Suriname,Para,Alberga 2,AL_02,mixed forest,TF,TFGS,,5.34,-55.76,1,single,10,505,y,"Hans ter Steege, Olaf Bánki"
311,Suriname,Para,BSH 1,BSH_01,"DEF, white sand",PZ,PZ,,5.14,-55.78,1,single,10,459,y,"Hans ter Steege, Olaf Bánki"
312,Suriname,Para,BSH 2,BSH_02,"DEF, white sand",PZ,PZ,,5.15,-55.78,1,single,10,300,y,"Hans ter Steege, Olaf Bánki"
313,Suriname,Para,BSH 3,BSH_03,"DEF, white sand",PZ,PZ,,5.15,-55.78,1,single,10,432,y,"Hans ter Steege, Olaf Bánki"
314,Suriname,Para,Goliath 1,GOL_01,"DEF, white sand",PZ,PZ,,5.22,-55.65,1,single,10,586,y,"Hans ter Steege, Olaf Bánki"
315,Suriname,Sipaliwini,Nickeri rivier 1,NIR_01,"DEF, white sand",PZ,PZ,,4.98,-57,1,single,10,651,y,"Hans ter Steege, Olaf Bánki"
316,Suriname,Sipaliwini,Nickeri rivier 2,NIR_02,"DEF, white sand",PZ,PZ,,4.98,-57,1,single,10,675,y,"Hans ter Steege, Olaf Bánki"
317,Suriname,Sipaliwini,Nickeri rivier 3,NIR_03,"mixed forest, brown sand",TF,TFGS,,4.99,-57,1,single,10,517,y,"Hans ter Steege, Olaf Bánki"
318,Suriname,Sipaliwini,Nickeri rivier 4,NIR04,"mixed forest, brown sand",TF,TFGS,,5,-57,1,single,10,491,y,"Hans ter Steege, Olaf Bánki"
319,Suriname,Brokopondo,Brownsberg 9,BB_09S,"savannah  forest, laterite, plateau",TF,TFGS,,4.95,-55.19,1,single,10,623,y,"Hans ter Steege, Olaf Bánki"
320,Suriname,Sipaliwini,Lely Mts  01,LM_01P,"mixed forest, laterite, plateau",TF,TFGS,,4.27,-54.75,1,single,10,636,y,"Hans ter Steege, Olaf Bánki"
321,Suriname,Sipaliwini,Lely Mts  02,LM_02P,"mixed forest, laterite, plateau",TF,TFGS,,4.26,-54.74,1,single,10,493,y,"Hans ter Steege, Olaf Bánki"
322,Suriname,Sipaliwini,Lely Mts  03,LM_03P,"mixed forest, laterite, plateau",TF,TFGS,,4.27,-54.74,1,single,10,598,y,"Hans ter Steege, Olaf Bánki"
323,Suriname,Sipaliwini,Lely Mts  04,LM_04M,"mixed forest, laterite, slope",TF,TFGS,,4.25,-54.73,1,single,10,523,y,"Hans ter Steege, Olaf Bánki"
324,Suriname,Sipaliwini,Lely Mts  05,LM_05S,"savannah  forest, laterite, plateau",TF,TFGS,,4.25,-54.73,1,single,10,981,y,"Hans ter Steege, Olaf Bánki"
325,Suriname,Sipaliwini,Lely Mts  06,LM_06L,"mixed forest, laterite, base slope",TF,TFGS,,4.26,-54.78,1,single,10,477,y,"Hans ter Steege, Olaf Bánki"
326,Suriname,Sipaliwini,Lely Mts  07,LM_07L,"mixed forest, laterite, base slope",TF,TFGS,,4.27,-54.78,1,single,10,476,y,"Hans ter Steege, Olaf Bánki"
327,Suriname,Sipaliwini,Lely Mts  08,LM_08M,"mixed forest, laterite, slope",TF,TFGS,,4.27,-54.75,1,single,10,490,y,"Hans ter Steege, Olaf Bánki"
331,Bolivia,Beni,Alto Ivon,A_IVO,Terra firme,TF,TFPB,,-11.75,-66.03,1,single,10,649,n,Brian Boom
335,Bolivia,Beni,Reserva El Tigre 05,RET_05,"terra firme, Mixed forest, Holocene",TF,TFPB,160,-10.97,-65.72,1,single,10,675,y,"Vincent Vos, Roel Brienen, Abel Monteagudo, Oliver Phillips"
336,Bolivia,Beni,Reserva El Tigre 06,RET_06,"terra firme, Mixed forest, Holocene",TF,TFPB,160,-10.97,-65.72,1,single,10,582,y,"Vincent Vos, Roel Brienen, Abel Monteagudo, Oliver Phillips"
337,Bolivia,Beni,Reserva El Tigre 08,RET_08,"terra firme, Mixed forest, Holocene",TF,TFPB,160,-10.97,-65.72,1,single,10,579,y,"Vincent Vos, Roel Brienen, Abel Monteagudo, Oliver Phillips"
338,Bolivia,Beni,Reserva El Tigre 09,RET_09,"terra firme, Mixed forest, Holocene",TF,TFPB,160,-10.97,-65.72,1,single,10,527,y,"Vincent Vos, Roel Brienen, Abel Monteagudo, Oliver Phillips"
341,Bolivia,Iturralde,Rio Beni,RBENI_FL,FL,VA,VA,,-14.37,-67.55,1,single,10,618,n,Saara de Walt
342,Bolivia,Iturralde,Rio Beni (Tacana in Rainfor?),RBENI_TF,SF,TF,TFPB,,-13.67,-68.2,1,single,10,567,n,Saara de Walt
350,Brazil,Acre,"Rio das Minas, Parque Nacional da Serra do Divisor",MIN_01,"terra firme, Mixed forest",TF,TFPB,226,-8.57,-73.09,1,single,10,831,y,"Doug Daly, Marcos Silveira, Ted Feldpausch, Oliver Phillips"
351,Brazil,Acre,Rio Jurua,RJUR_01,FL,VA,VA,,-7.63,-72.67,1,single,10,523,n,Neil Campbell
355,Brazil,Acre,"Marechal Thaumaturgo, Alto Rio Jurua",MTH_01,"terra firme, Mixed forest",TF,TFPB,246,-9.08,-72.68,1,single,10,548,y,"Marcos Silveira, Doug Daly, Ted Feldpausch, Oliver Phillips"
356,Brazil,Acre,"Seringal Restauração, Alto Jurua",RST_01,"terra firme, Mixed forest",TF,TFPB,279,-9.08,-72.68,1,single,10,596,y,"Marcos Silveira, Doug Daly, Ted Feldpausch, Oliver Phillips"
359,Brazil,Acre,"Seringal Dois Irmãos, REX Chico Mendes",DOI_01,"terra firme, Mixed forest",TF,TFPB,203,-10.57,-68.32,1,single,10,510,y,"Marcos Silveira, Doug Daly"
360,Brazil,Acre,"Seringal Dois Irmãos, REX Chico Mendes",DOI_02,"terra firme, Bamboo-dominated",TF,TFPB,203,-10.55,-68.3,1,single,10,299,y,"Marcos Silveira, Doug Daly"
361,Brazil,Acre,"Seringal Porongaba, REX Chico Mendes",POR_01,"terra firme, Mixed forest",TF,TFPB,268,-10.82,-68.77,1,single,10,585,y,"Marcos Silveira, Doug Daly, Ted Feldpausch, Oliver Phillips"
362,Brazil,Acre,"Seringal Porongaba, REX Chico Mendes",POR_02,"terra firme, Mixed forest",TF,TFPB,268,-10.82,-68.77,1,single,10,555,y,"Marcos Silveira, Doug Daly, Ted Feldpausch, Oliver Phillips"
364,Brazil,Amapá,Serra do Navio,SERNAV1,RI,TF,TFGS,,0.92,-52.02,1.1,single,15,460,n,William A. Rodrigues
365,Brazil,Amapá,Serra do Navio,SERNAV2,RI,TF,TFGS,,0.92,-52.02,1.5,single,15,348,n,William A. Rodrigues
369,Brazil,Amazonas,Estrada da Varzea,EST_DAV,TF,TF,TFGS,,-2.55,-58.37,1,single,9.55,547,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
371,Brazil,Amazonas,Japura,JAP_RB,Restinga Baixa,VA,VA,,-2,-66,1,single,10,416,n,José Marcio Ayres
372,Brazil,Amazonas,Japura,JAP_IG,Igapó,IG,IG,,-2,-66,1,single,10,586,n,José Marcio Ayres
373,Brazil,Amazonas,Japura,JAP_RA,Restinga Alta,TFPV,VA,,-2,-66,1,single,10,566,n,José Marcio Ayres
378,Brazil,Amazonas,Mare,MAE_01,TF,TF,TFGS,,1.75,-61.25,1,single,10,645,y,William Milliken
379,Brazil,Amazonas,Rio Jurua - Jaraqui,JUR_01,TF,TF,TFPB,,-4.84,-66.36,1,single,10,862,n,Antonio Sergio Lima da Silva
380,Brazil,Amazonas,Rio Jurua - Jurua 1,JUR_02,TF,TF,TFPB,,-4.78,-66.25,1,single,10,849,n,Antonio Sergio Lima da Silva
381,Brazil,Amazonas,Rio Jurua - Munguba,JUR_03,TF,TF,TFPB,,-4.96,-66.59,1,single,10,779,n,Antonio Sergio Lima da Silva
382,Brazil,Amazonas,Rio Jurua - Nej 1,JUR_04,TF,TF,TFPB,,-4.67,-66.17,1,single,10,668,n,Antonio Sergio Lima da Silva
384,Brazil,Amazonas,"Rio Urucu (Aeroporto - ha1), AE",URU_AE,"terra firme, alguns baixios, Cambissolo álico",TF,TFPB,,-5,-65,1,single,10,677,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
385,Brazil,Amazonas,"Rio Urucu (Estacao de fluidos - ha3), EF",URU_EF,"terra firme, Cambissolo álico",TF,TFPB,,-5,-65,1,single,10,725,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
386,Brazil,Amazonas,"Rio Urucu (RUC - 25 - ha2), R25",URU_RF25,"terra firme, Cambissolo álico",TF,TFPB,,-5,-65,1,single,10,760,y,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
391,Brazil,Pará,Belem Mocambo Terra Firme,MOCAM_01,Terra firme,TF,TFBS,,-1.44,-48.35,1,single,10,423,n,G.A. Black
392,Brazil,Pará,"Rio  Guama, Igapo",RIOG_01,Igapo forest,IG,IG,,-1.44,-48.44,1,single,10,564,n,G.A. Black
394,Brazil,Pará,Capitao Poco,CAP_POC,TF,TF,TFBS,,-1.73,-47.15,1,single,9.55,504,n,Mario Dantas
395,Brazil,Pará,"3-alfa, Serra Norte Carajas area B",SER_03,TF,TF,TFBS,,-6,-50.2,1,single,9.55,470,n,"Manoela F.F. Silva, Nelson A. Rosa"
396,Brazil,Pará,"Pojuca, Serra Norte Carajas area A",SER_02,TF,TF,TFBS,,-6,-50.2,1,single,9.55,552,n,"Manoela F.F. Silva, Nelson A. Rosa"
398,Brazil,Pará,"Carajas, Serra Norte",SER_05,TF,TF,TFBS,,-5.82,-50.5,1,single,10,482,n,Rafael Salomão
400,Brazil,Pará,Castanhal,CAST_01,TF,TF,TFPB,,-1.33,-47.83,3.5,single,10,1482,n,João Murça Pires
401,Brazil,Pará,Caxiuana 1,CAX93_01,terra firme forest,TF,TFBS,,-1.74,-51.46,1,single,10,649,n,Samuel Almeida
402,Brazil,Pará,Caxiuana 2,CAX93_02,terra firme forest,TF,TFBS,,-1.74,-51.46,1,single,10,527,n,Samuel Almeida
403,Brazil,Pará,Caxiuana 3,CAX93_03,terra firme forest,TF,TFBS,,-1.72,-51.46,1,single,10,727,n,Samuel Almeida
404,Brazil,Pará,Caxiuana 4,CAX93_04,terra firme forest,TF,TFBS,,-1.72,-51.46,1,single,10,538,n,Samuel Almeida
405,Brazil,Pará,CEPLAC,CEPLAC,TF,TF,TFPB,,-1.37,-48.28,0.75,single,10,542,n,Jens Mackensen
407,Brazil,Amazonas,Ilha de Marchanteria,IDM_01,FL,VA,VA,,-3.25,-58.97,0.9,single,5,980,n,Hans Klinge
415,Brazil,Pará,Maraba 1,MARAB_01,TF,TF,TFBS,,-5.74,-49.06,1,single,9.55,530,y,Rafael Salomão
416,Brazil,Pará,Maraba 2,MARAB_02,TF,TF,TFBS,,-5.74,-49.06,1,single,9.55,494,y,Rafael Salomão
417,Brazil,Pará,Maraba 3,MARAB_03,TF,TF,TFBS,,-5.71,-49.04,1,single,9.55,562,y,Rafael Salomão
418,Brazil,Pará,Maraba 4,MARAB_04,TF,TF,TFBS,,-5.71,-49.04,1,single,9.55,550,y,Rafael Salomão
419,Brazil,Pará,Maraba 5,MARAB_05,TF,TF,TFBS,,-5.7,-49,1,single,9.55,495,y,Rafael Salomão
